"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"600857b6ebbfc679439b7ff1","deb5d9ca-dfcc-4c74-b36d-f562c7539e96","PHYSICAL","all","oak-mirror","EDEN","<p class="""">A beautiful live-edge full length mirror available in a range of sizes, handcrafted from wildly beautiful oak. Due to the unique nature of the wood, each mirror is different making this a truly original piece. <em>Get in touch for resin design options. </em></p>","SQ7914158","Size","1000 x 500","","","","","","","","","","","437.00","0.00","No","5","/mirrors","Live edge oak","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1621608205749-WJZ07DPUD3SNCRST4ICF/IMG_7910.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1621608211246-2RS2QVWGIHVA6V58S182/IMG_7947.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1621608204164-UG5XF1IZKY0GJMZZC5UB/IMG_7944.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1621608206245-XASAUSBVJW86Y1UTMXHW/IMG_7932.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1621608207784-VUUFYOC2RNVLWW2BMYWK/IMG_7923.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1621608209655-KL39AM8GU70TWBNMMRD9/IMG_7908.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1621608209766-USMKHVHLYLGOXOGYY7DS/IMG_7949.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1621608210080-HHQ0C30PNQOJQ44RFTNO/IMG_7927.jpg"
"","04a1d401-15a2-434c-84b0-f25dfdc1560b","","","","","","SQ3051078","Size","1000 x 1000","","","","","","","","","","","550.00","0.00","No","5","","","0.0","0.0","0.0","0.0","",""
"","56fe8d7d-36db-4db2-9947-756737c8e0f5","","","","","","SQ9618030","Size","1400 x 1400","","","","","","","","","","","879.00","0.00","No","5","","","0.0","0.0","0.0","0.0","",""
"","4761e963-b8b2-4bdc-8234-86b3b18f1b43","","","","","","SQ0363636","Size","1800 x 650","","","","","","","","","","","813.00","0.00","No","5","","","0.0","0.0","0.0","0.0","",""
"","907e14c4-6ef8-4f42-b32c-3eb26c9a9ccd","","","","","","SQ2267957","Size","1800 x 900","","","","","","","","","","","855.00","0.00","No","5","","","0.0","0.0","0.0","0.0","",""
"","1ec58a90-c4e1-460e-a444-50b5624aa17a","","","","","","SQ2079453","Size","2000 x 1000","","","","","","","","","","","894.00","0.00","No","5","","","0.0","0.0","0.0","0.0","",""
"","4020c074-dbc6-42f0-85e0-ec72da8493e0","","","","","","SQ8566118","Size","2000 x 1500","","","","","","","","","","","1064.00","0.00","No","5","","","0.0","0.0","0.0","0.0","",""
"600862c3b8b2d27a81908805","877c0fbc-0bda-43f4-aa01-0c750b466545","PHYSICAL","all","qzy13ljwr86tpyal9nlafu6d1zgbzz","","","SQ6603448","","","","","","","","","","","","","0.00","0.00","No","1","","","0.0","0.0","0.0","0.0","No",""
"611689fac1651035d2779917","6473ebcb-4ac4-45fe-b2e0-aef4942bd2fa","PHYSICAL","all","trebartha-oak","TREBARTHA","<p class="""" style=""white-space:pre-wrap;"">A timeless farmhouse style dining table, our Trebartha range is classic and contemporary but with a creative flair. An angular base, hand-crafted from oak <em>(80mm thick)</em>, is married with our traditional English and french oak top, making this an all-oak table. </p><p class="""" style=""white-space:pre-wrap;"">The perfect table to take you from every-day home life and weekend breakfasts to stylish dinner parties and special occasions.</p>","SQ7481070","Size","4-6 Seater 1800 x 900 x 770mm","Table top material","Oak","Table top thickness","52mm","Finish","Wainy edge","","","","","3453.00","0.00","No","1","/dining-tables/trebartha","chestnut top","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629734494949-PBF2SROSZUTKVVL219YZ/DSC_0483.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629734496052-RI0TO3WLM28S3DO6C2P0/DSC_0480.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629734495576-OOJ5H457D3ENTD6AWS0R/DSC_0489.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629734496543-2RCWCJLFR713WVPV598W/DSC_0492.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629734503712-3NW5FW30CM91ES506IWY/DSC_0450.jpg"
"","176b8306-1861-45d6-bc44-21f63fa8ba56","","","","","","SQ9135408","Size","4-6 Seater 1800 x 900 x 770mm","Table top material","Oak","Table top thickness","52mm","Finish","Straight edge","","","","","3453.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","8df4b984-8ca0-44b7-8273-20d24194a66a","","","","","","SQ2200314","Size","4-6 Seater 1800 x 900 x 770mm","Table top material","Oak","Table top thickness","52mm","Finish","Straight edge burnt","","","","","3453.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","796609b4-c056-4c9f-98f5-08d4cb37058e","","","","","","SQ8136920","Size","4-6 Seater 1800 x 900 x 770mm","Table top material","Oak","Table top thickness","80mm","Finish","Wainy edge","","","","","3803.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","7c071424-c515-455c-a269-7c85ffae18f2","","","","","","SQ8189012","Size","4-6 Seater 1800 x 900 x 770mm","Table top material","Oak","Table top thickness","80mm","Finish","Straight edge","","","","","3803.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","0e0d0260-cd71-405c-af48-56b58860d85d","","","","","","SQ9090652","Size","4-6 Seater 1800 x 900 x 770mm","Table top material","Oak","Table top thickness","80mm","Finish","Straight edge burnt","","","","","3803.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","525368d1-13c3-41eb-8142-0a9d9e0bf58e","","","","","","SQ4060539","Size","4-6 Seater 1800 x 900 x 770mm","Table top material","Chestnut","Table top thickness","52mm","Finish","Wainy edge","","","","","3453.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","7406529c-d44a-4021-931a-a4fc51cc772d","","","","","","SQ0701749","Size","4-6 Seater 1800 x 900 x 770mm","Table top material","Chestnut","Table top thickness","52mm","Finish","Straight edge","","","","","3453.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","f690a1e3-97ad-4946-9c8d-6bb644f8c81e","","","","","","SQ9692611","Size","4-6 Seater 1800 x 900 x 770mm","Table top material","Chestnut","Table top thickness","52mm","Finish","Straight edge burnt","","","","","3453.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","3138e850-4cae-4858-910d-5d03726ecaab","","","","","","SQ9630713","Size","4-6 Seater 1800 x 900 x 770mm","Table top material","Chestnut","Table top thickness","80mm","Finish","Wainy edge","","","","","3803.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","7c6c1202-13fa-4d71-8fb2-aa7f99677db6","","","","","","SQ3705439","Size","4-6 Seater 1800 x 900 x 770mm","Table top material","Chestnut","Table top thickness","80mm","Finish","Straight edge","","","","","3803.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","9f132b18-8c4c-4c69-93aa-d2a00d80208b","","","","","","SQ8265736","Size","4-6 Seater 1800 x 900 x 770mm","Table top material","Chestnut","Table top thickness","80mm","Finish","Straight edge burnt","","","","","3803.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","cdd0a5fa-bf9c-4378-9b92-215ee1243c37","","","","","","SQ7702255","Size","6-8 Seater 2200 x 1100 x 770mm","Table top material","Oak","Table top thickness","52mm","Finish","Wainy edge","","","","","3726.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","77234312-9d3a-40fd-ac70-f6ca4ea26943","","","","","","SQ6207185","Size","6-8 Seater 2200 x 1100 x 770mm","Table top material","Oak","Table top thickness","52mm","Finish","Straight edge","","","","","3726.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","c0dad550-7cd0-4390-9537-438510b58525","","","","","","SQ6635647","Size","6-8 Seater 2200 x 1100 x 770mm","Table top material","Oak","Table top thickness","52mm","Finish","Straight edge burnt","","","","","3726.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","be2334ce-54e7-4c64-bdbb-e593e05a0fca","","","","","","SQ0397970","Size","6-8 Seater 2200 x 1100 x 770mm","Table top material","Oak","Table top thickness","80mm","Finish","Wainy edge","","","","","4303.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","52661fb6-a6cc-4fd1-b962-cfc43cd3ddc6","","","","","","SQ8861480","Size","6-8 Seater 2200 x 1100 x 770mm","Table top material","Oak","Table top thickness","80mm","Finish","Straight edge","","","","","4303.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","5c19447c-3030-4270-a09f-955a40a8798c","","","","","","SQ1046646","Size","6-8 Seater 2200 x 1100 x 770mm","Table top material","Oak","Table top thickness","80mm","Finish","Straight edge burnt","","","","","4303.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","49df21a6-404d-48c4-b67f-1a2adc0796bb","","","","","","SQ8113466","Size","6-8 Seater 2200 x 1100 x 770mm","Table top material","Chestnut","Table top thickness","52mm","Finish","Wainy edge","","","","","3726.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","cfa5c3b5-9717-4184-aba1-bae7d0eb095a","","","","","","SQ8972643","Size","6-8 Seater 2200 x 1100 x 770mm","Table top material","Chestnut","Table top thickness","52mm","Finish","Straight edge","","","","","3726.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","31b1dbd6-5b57-4dbd-b428-183ae35d74f3","","","","","","SQ9650615","Size","6-8 Seater 2200 x 1100 x 770mm","Table top material","Chestnut","Table top thickness","52mm","Finish","Straight edge burnt","","","","","3726.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","8117d981-bb81-49b3-bd8a-eeb26db9ac84","","","","","","SQ2973967","Size","6-8 Seater 2200 x 1100 x 770mm","Table top material","Chestnut","Table top thickness","80mm","Finish","Wainy edge","","","","","4303.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","5128b390-51e1-4b5c-9f2b-4d50a2bb1f75","","","","","","SQ7505307","Size","6-8 Seater 2200 x 1100 x 770mm","Table top material","Chestnut","Table top thickness","80mm","Finish","Straight edge","","","","","4303.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","7947dd3d-8f41-4fe9-b921-e4db4c8af00e","","","","","","SQ6498675","Size","6-8 Seater 2200 x 1100 x 770mm","Table top material","Chestnut","Table top thickness","80mm","Finish","Straight edge burnt","","","","","4303.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","e7ab9380-4569-49ae-89b4-6c61b94e7b8d","","","","","","SQ2536871","Size","10-12 Seater 3000 x 1200 x 770mm","Table top material","Oak","Table top thickness","52mm","Finish","Wainy edge","","","","","4876.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","ef496733-1dad-4138-ade3-9bd39f4ac9ae","","","","","","SQ5981644","Size","10-12 Seater 3000 x 1200 x 770mm","Table top material","Oak","Table top thickness","52mm","Finish","Straight edge","","","","","4876.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","6a3037c6-bc9d-4cc7-8680-76f81235a290","","","","","","SQ3713565","Size","10-12 Seater 3000 x 1200 x 770mm","Table top material","Oak","Table top thickness","52mm","Finish","Straight edge burnt","","","","","4876.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","c05f91d0-802e-473c-b931-d300b339b780","","","","","","SQ5810935","Size","10-12 Seater 3000 x 1200 x 770mm","Table top material","Oak","Table top thickness","80mm","Finish","Wainy edge","","","","","5683.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","f3e5b648-cab7-4546-ba31-a14964d8ad63","","","","","","SQ8963275","Size","10-12 Seater 3000 x 1200 x 770mm","Table top material","Oak","Table top thickness","80mm","Finish","Straight edge","","","","","5683.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","335ff1db-6412-45cd-b118-653f5c02b44d","","","","","","SQ8992965","Size","10-12 Seater 3000 x 1200 x 770mm","Table top material","Oak","Table top thickness","80mm","Finish","Straight edge burnt","","","","","5683.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","4e054df1-b349-42ae-8fae-8eb6a01f0602","","","","","","SQ4053105","Size","10-12 Seater 3000 x 1200 x 770mm","Table top material","Chestnut","Table top thickness","52mm","Finish","Wainy edge","","","","","4876.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","46948680-0510-4a8e-8785-cb09b4e3fd4f","","","","","","SQ9704044","Size","10-12 Seater 3000 x 1200 x 770mm","Table top material","Chestnut","Table top thickness","52mm","Finish","Straight edge","","","","","4876.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","1ab710db-7f13-48d5-9929-43776ccde5ee","","","","","","SQ5031432","Size","10-12 Seater 3000 x 1200 x 770mm","Table top material","Chestnut","Table top thickness","52mm","Finish","Straight edge burnt","","","","","4876.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","b0c1cb12-a24b-442f-b60f-d68e6f84af40","","","","","","SQ1123950","Size","10-12 Seater 3000 x 1200 x 770mm","Table top material","Chestnut","Table top thickness","80mm","Finish","Wainy edge","","","","","5683.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","02c461e6-7e9d-4f4a-973e-78a454891080","","","","","","SQ2231548","Size","10-12 Seater 3000 x 1200 x 770mm","Table top material","Chestnut","Table top thickness","80mm","Finish","Straight edge","","","","","5683.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","059847d6-5014-4a30-9b4b-b2e39c044d06","","","","","","SQ4942537","Size","10-12 Seater 3000 x 1200 x 770mm","Table top material","Chestnut","Table top thickness","80mm","Finish","Straight edge burnt","","","","","5683.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"6123ad19e319162f60cacc43","13884664-9740-4eaf-a461-4a69abf5b7c7","PHYSICAL","all","tregantle","TREGANTLE","<p class="""" style=""white-space:pre-wrap;"">Clean lines and modern details make our Tregantle coffee table ideal for adding a contemporary feel to your home whilst still championing natural materials. The table legs have been cut from a single slab of oak, topped with a (<em>40mm</em>) piece of slate. A channel has been handcrafted to combine the oak and slate so they seamlessly blend together. </p><p class="""" style=""white-space:pre-wrap;"">Our Tregantle table is great for finishing your living space - perfect for stacking coffee table books.</p>","SQ7064666","Size","650 x 650 x 400mm","","","","","","","","","","","1320.00","0.00","No","Unlimited","/coffee-tables/tregantle","Slate top, Oak frame","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634294166753-YM9UTVICMC9732LGIUNQ/DSC_0882.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634294157862-GBDN7Z9HKDGBMH37IHUH/DSC_0850.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634294162745-KJL4XX5X92KIV296RGF4/DSC_0856.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629728080643-BP8BW3P3OFQYDEDVV2U7/DSC_0866.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629728074852-JPYF0L4IDGQ5LRRTBZCR/DSC_0842.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634294160155-HK0SSSHUB82AEOW8M9QE/DSC_0845.jpg"
"","c3caf1e8-1e4a-4ebe-a87c-f454431cf0cd","","","","","","SQ4817715","Size","900 x 650 x 400mm","","","","","","","","","","","1464.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","8cc19744-cf48-460a-88c2-762c87b5c679","","","","","","SQ1325075","Size","1200 x 650 x 400mm","","","","","","","","","","","1618.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"6123b3441856a5751e5fa576","506fdf36-4b8b-49d4-9e19-20f2d0cff8c2","PHYSICAL","all","polperro-oak","POLPERRO","<p class="""" style=""white-space:pre-wrap;"">Named after one of our favourite seaside haunts, the Polperro table is easy elegance, fusing function and form for a stunning minimalist design. Two sleepers crafted from oak is finished with a thick <em>(80mm) </em>piece of oak.</p>","SQ9450794","Size","1200 x 900 x 240mm","","","","","","","","","","","1836.00","0.00","No","Unlimited","/coffee-tables/polperro","Oak top, Oak frame","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729639367-HMI40694S85JCI9SN3AG/DSC_0990.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729627915-ENAVBV1O7CJJARRRDNIT/DSC_0986.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729645159-O22CLHHMEJZ0STPS52L2/DSC_0993.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729658946-NBR92V9G1JMYYGAUVNP3/DSC_1016.jpg"
"","3bfc52aa-4ea2-4158-8252-ce761e0a0dc7","","","","","","SQ4333890","Size","1800 x 1000 x 240mm","","","","","","","","","","","2159.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","f15c996b-f50c-4081-896e-715e48162f8d","","","","","","SQ5816677","Size","1200 x 1200 x 240mm","","","","","","","","","","","1977.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","befb0155-2657-4ade-a705-383f286cce09","","","","","","SQ1026764","Size","2200 x 1300 x 240mm","","","","","","","","","","","2940.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"6123b3a2c75f9f2d2a32ae7b","d41ffb37-80c8-4b37-ae3a-d90692916f9e","PHYSICAL","all","pencarrow-oak","PENCARROW","<p class="""" style=""white-space:pre-wrap;"">A minimalist design, our Pencarrow range is framed around three joined oak sleepers creating a central column finished with a stunning piece of thick <em>(80mm) </em>oak. This table marries utility and beauty making it a wonderful centre-piece. </p>","SQ1873395","Size","900 x 1200 x 280mm","","","","","","","","","","","2163.00","0.00","No","Unlimited","/coffee-tables/pencarrow","","20.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729727756-4FBEFAKMH53DZ7KGUXK5/DSC_1040.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729728190-VM1RUQQBQQAAX1CURQZM/DSC_1037.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729726221-3UNAMVCOI9BA9ZXNZY09/DSC_1051.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729724728-5WM467CW2MCH5DLL5XW4/DSC_1027.jpg"
"","cb9e89d8-f418-4f5a-8efe-306771854aca","","","","","","SQ8725441","Size","1800 x 1000 x 280mm","","","","","","","","","","","2615.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","b4a3c327-e87c-4216-b806-55ed4acc333f","","","","","","SQ2947522","Size","1200 x 1200 x 280mm","","","","","","","","","","","2433.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","ec0c73df-e139-4a60-aab8-06118b9d08ca","","","","","","SQ8197473","Size","2200 x 1200 x 280mm","","","","","","","","","","","3507.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"6123b3eb1856a5751e5fa5a2","f37dbc23-b873-487d-ad5d-2f70daf3975e","PHYSICAL","all","penberth-oak","PENBERTH","<p class="""">Penberth is an entirely oak coffee table with beautiful traditional details and a chunky oak top. Ideal for classic living room interiors. </p>","SQ4351944","Table top thickness","52mm","Size","900 x 600 x 452mm","","","","","","","","","1258.00","0.00","No","Unlimited","/coffee-tables/penberth","Oak top, Oak frame","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729816223-CWB1LECLLPM7TZ4HDGC3/DSC_1073.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729816444-YW786PZYXO5OOGTRAF9X/DSC_1074.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729816433-MDEDQZL4BHSISJT8EB9R/DSC_1071.jpg"
"","ed4bb555-74d6-40ce-9763-513d4672e38b","","","","","","SQ7327144","Table top thickness","52mm","Size","900 x 900 x 452mm","","","","","","","","","1329.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","3524b19b-2085-4f80-9439-822e410f1910","","","","","","SQ1523538","Table top thickness","52mm","Size","1200 x 900 x 452mm","","","","","","","","","1682.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","fe11d97f-153c-4fca-af3d-2f2fc14bec98","","","","","","SQ1130020","Table top thickness","52mm","Size","1800 x 900 x 452mm","","","","","","","","","2021.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","6c02ec6b-a017-43f6-ba46-b8fd80acc39e","","","","","","SQ5151790","Table top thickness","52mm","Size","1200 x 1200 452mm","","","","","","","","","1965.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","8d4ddbfa-d4f6-483a-9f0a-a7c7010d432b","","","","","","SQ2973924","Table top thickness","80mm","Size","900 x 600 x 480mm","","","","","","","","","1361.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","5b67d339-4464-4075-b18a-38c7d33e4134","","","","","","SQ3186558","Table top thickness","80mm","Size","900 x 900 x 480mm","","","","","","","","","1722.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c1ab9eb4-2605-4dc6-b24d-f32ba8530083","","","","","","SQ1674731","Table top thickness","80mm","Size","1200 x 900 x 480mm","","","","","","","","","1947.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","95cb43af-e9cc-4913-b1b7-8c9d2fa51e2f","","","","","","SQ5261185","Table top thickness","80mm","Size","1800 x 1200 x 480mm","","","","","","","","","2466.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","7fdf517d-a580-4ad4-8849-9dcfc06874d9","","","","","","SQ3564966","Table top thickness","80mm","Size","1200 x 1200 x 480mm","","","","","","","","","2284.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"6123b42dd2dd752877fac48f","908f6b00-6613-40bb-b83f-c8076168e516","PHYSICAL","all","petherwick-oak","PETHERWICK","<p class="""" style=""white-space:pre-wrap;"">An elegant yet enduring large coffee table, Petherwick is the perfect statement centre-piece. A beautiful piece of oak gives this particular design a classic feel.</p>","SQ2959139","Table top thickness","52mm","Size","900 x 600 x 454mm","","","","","","","","","1258.00","0.00","No","Unlimited","/coffee-tables/petherick","Oak top, Oak frame","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729868213-IW452XP7KWIKF1T5UKQM/DSC_1095.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729868633-OKD842NM7XB285IUM1BI/DSC_1092.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729869710-RB0VR78JZSYLGTYL89GZ/DSC_1096.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729869579-R7LSC0VZ2BXDSH00DEJ0/DSC_1112.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729868987-71EGU2OY3E3NC6BC0IXE/DSC_1114.jpg"
"","fb9eb92c-c7cf-480c-a450-afe830eb813f","","","","","","SQ6127889","Table top thickness","52mm","Size","900 x 900 x 454mm","","","","","","","","","1329.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","24777a95-5ee9-4e90-a3c8-6c35a6626d2a","","","","","","SQ5649756","Table top thickness","52mm","Size","1200 x 900 x 454mm","","","","","","","","","1682.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","5c3d2c06-62af-4cba-88de-b9ad9269cca4","","","","","","SQ6861259","Table top thickness","52mm","Size","1800 x 1200 x 454mm","","","","","","","","","2021.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","8452750b-c90f-4628-88b8-4316388bb87a","","","","","","SQ4503659","Table top thickness","52mm","Size","1200 x 1200 x 454mm","","","","","","","","","1965.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","608a28c8-6da1-422f-9417-ec29dd037d02","","","","","","SQ9656706","Table top thickness","80mm","Size","900 x 600 x 480mm","","","","","","","","","1361.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","1f1a7db5-898f-4288-b9b8-47b32eef2ad3","","","","","","SQ8901457","Table top thickness","80mm","Size","900 x 900 x 480mm","","","","","","","","","1722.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c07d7cd0-6bc5-4edc-bc20-a98b2596b74f","","","","","","SQ5355952","Table top thickness","80mm","Size","1200 x 900 x 480mm","","","","","","","","","1947.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","1f3c5b05-1c52-4094-a1a0-8f1733691492","","","","","","SQ5612292","Table top thickness","80mm","Size","1800 x 1200 x 480mm","","","","","","","","","2466.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","283ae514-45df-4d97-8896-cfd2e422362e","","","","","","SQ6674726","Table top thickness","80mm","Size","1200 x 1200 x 480mm","","","","","","","","","2284.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"6123b46e1856a5751e5fa5b7","7453bdf5-c455-423c-9d49-cff71473bed0","PHYSICAL","all","penberth-round-slate","PENBERTH","<p class="""">Penberth is a beautiful contemporary coffee table with traditional details and a polished characterful circular slate top. Ideal for classic living room interiors.</p>","PenberthRound1001","Size","1200 x 1200 x 425mm","","","","","","","","","","","1790.00","0.00","No","Unlimited","/coffee-tables/penberth","Round slate top, Oak frame","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729938379-P43QUORW9MW9F7FDOOVL/DSC_0672.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729937559-RG8DAZ3F42WVRK14HBF8/DSC_0699.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729934578-HXM09T7GUUGHSD3MTT11/DSC_0678.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1629729938762-7ZBFOFCX5AWK14I5CMH5/DSC_0670.jpg"
